w_geocode,segment,year,C000,CE01,CE02,CE03
060730198101031,S000,2023,2,0,1,1
060730198101032,S000,2023,5,0,0,5
060730198101033,S000,2023,3,1,2,0
060730198101035,S000,2023,6,0,1,5
060730198101036,S000,2023,4,1,1,2
060730198101041,S000,2023,2,0,0,2
060730198101042,S000,2023,1,0,0,1
060730198102001,S000,2023,95,16,22,57
060730198102002,S000,2023,2,1,1,0
060730198102003,S000,2023,4,0,0,4
060730198102004,S000,2023,1,0,0,1
060730198102005,S000,2023,6,0,1,5
060730198102006,S000,2023,1,0,0,1
060730198102007,S000,2023,71,12,22,37
060730198102008,S000,2023,5,0,0,5
060730198102009,S000,2023,5,1,1,3
060730198111000,S000,2023,86,3,6,77
060730198111001,S000,2023,4,1,2,1
060730198111002,S000,2023,921,35,84,802
060730198111003,S000,2023,70,11,20,39
060730198111004,S000,2023,5,0,1,4
060730198111005,S000,2023,130,39,75,16
060730198111006,S000,2023,1506,15,58,1433
060730198111007,S000,2023,673,11,190,472
060730198111008,S000,2023,187,20,96,71
060730198111009,S000,2023,109,3,25,81
060730198111010,S000,2023,436,20,33,383
060730198111011,S000,2023,1732,102,268,1362
060730198111012,S000,2023,283,48,59,176
060730198111013,S000,2023,4,0,2,2
060730198111015,S000,2023,4,0,0,4
060730198111016,S000,2023,25,0,4,21
060730198111017,S000,2023,318,4,29,285
060730198111018,S000,2023,4,1,1,2
060730198111019,S000,2023,1323,133,252,938
060730198111023,S000,2023,1529,53,234,1242
060730198111024,S000,2023,1172,43,112,1017
060730198111025,S000,2023,797,72,147,578
060730198111026,S000,2023,179,33,36,110
060730198111028,S000,2023,158,24,10,124
060730198111029,S000,2023,175,3,6,166
060730198111031,S000,2023,421,66,96,259
060730198111032,S000,2023,807,41,119,647
060730198111033,S000,2023,879,12,87,780
060730198112000,S000,2023,3,0,2,1
060730198112005,S000,2023,2,0,2,0
060730198112009,S000,2023,2,0,0,2
060730198112010,S000,2023,3,1,2,0
060730198112011,S000,2023,6,0,0,6
060730198112012,S000,2023,9,0,0,9
060730198112014,S000,2023,3,3,0,0
060730198113000,S000,2023,51,7,11,33
060730198113001,S000,2023,6,1,0,5
060730198113002,S000,2023,2,0,0,2
060730198113003,S000,2023,26,1,19,6
060730198113005,S000,2023,7,1,4,2
060730198113009,S000,2023,11,1,3,7
060730198113011,S000,2023,3,0,2,1
060730198113012,S000,2023,2,0,2,0
060730198113015,S000,2023,2,0,0,2
060730198113016,S000,2023,5,1,1,3
060730198113017,S000,2023,3,0,1,2
060730198113018,S000,2023,1,0,0,1
060730198114000,S000,2023,17,2,4,11
060730198114001,S000,2023,17,0,3,14
060730198114003,S000,2023,1,0,1,0
060730198114004,S000,2023,9,0,1,8
060730198114006,S000,2023,8,2,2,4
060730198114007,S000,2023,10,1,7,2
060730198114009,S000,2023,9,1,1,7
060730198114010,S000,2023,1,0,1,0
060730198114012,S000,2023,12,7,2,3
060730198114014,S000,2023,15,0,11,4
060730198114015,S000,2023,3,1,0,2
060730199021000,S000,2023,18,3,11,4
060730199021002,S000,2023,10,2,4,4
060730199021004,S000,2023,1,0,1,0
060730199021006,S000,2023,18,1,7,10
060730199021007,S000,2023,740,157,366,217
060730199021008,S000,2023,17,2,4,11
060730199021011,S000,2023,145,12,51,82
060730199021012,S000,2023,11,5,1,5
060730199021018,S000,2023,2,2,0,0
060730199021019,S000,2023,390,34,138,218
060730199021020,S000,2023,2,0,1,1
060730199022000,S000,2023,2,0,2,0
060730199022002,S000,2023,21,2,13,6
060730199022003,S000,2023,2,2,0,0
060730199022004,S000,2023,8,2,3,3
060730199022005,S000,2023,51,15,21,15
060730199022006,S000,2023,5,1,4,0
060730199022007,S000,2023,9,2,1,6
060730199022008,S000,2023,1,0,1,0
060730199022010,S000,2023,8,2,0,6
060730199022011,S000,2023,6,2,1,3
060730199022013,S000,2023,31,3,7,21
060730199022014,S000,2023,22,0,8,14
060730199031000,S000,2023,117,23,39,55
060730199031003,S000,2023,56,4,28,24
060730199031004,S000,2023,23,6,8,9
060730199031005,S000,2023,16,4,5,7
060730199031007,S000,2023,33,5,12,16
060730199032000,S000,2023,112,20,49,43
060730199032009,S000,2023,6,2,1,3
060730199032010,S000,2023,2,1,0,1
060730199032012,S000,2023,2,0,0,2
060730199032015,S000,2023,25,10,4,11
060730199032017,S000,2023,56,8,17,31
060730199032019,S000,2023,1,0,1,0
060730199032020,S000,2023,1,0,1,0
060730199032021,S000,2023,11,4,0,7
060730199032023,S000,2023,1,0,1,0
060730199032035,S000,2023,6,1,3,2
060730199032036,S000,2023,166,20,43,103
060730199041000,S000,2023,19,2,5,12
060730199041002,S000,2023,17,1,2,14
060730199041004,S000,2023,5,0,2,3
060730199041006,S000,2023,92,34,42,16
060730199041007,S000,2023,9,1,6,2
060730199041008,S000,2023,2,1,1,0
060730199041009,S000,2023,79,12,27,40
060730199041010,S000,2023,14,3,4,7
060730199041012,S000,2023,34,4,12,18
060730199041014,S000,2023,17,4,10,3
060730199041015,S000,2023,6,0,2,4
060730199041016,S000,2023,1,0,1,0
060730199041017,S000,2023,9,0,0,9
060730199041018,S000,2023,17,10,2,5
060730199042000,S000,2023,233,58,101,74
060730199042001,S000,2023,32,3,2,27
060730199042003,S000,2023,137,11,24,102
060730199042004,S000,2023,2,1,0,1
060730199042005,S000,2023,2,0,1,1
060730199042006,S000,2023,2,0,2,0
060730199042007,S000,2023,52,12,19,21
060730199042008,S000,2023,268,44,118,106
060730199042009,S000,2023,7,3,1,3
060730199042011,S000,2023,2,0,2,0
060730199043000,S000,2023,101,8,55,38
060730199043001,S000,2023,5,0,2,3
060730199044000,S000,2023,5,2,3,0
060730199044001,S000,2023,76,22,32,22
060730199044002,S000,2023,1,0,0,1
060730199044003,S000,2023,1,0,0,1
060730199044004,S000,2023,2,0,2,0
060730199044005,S000,2023,1,0,1,0
060730199044007,S000,2023,5,2,2,1
060730199051000,S000,2023,25,16,4,5
060730199051002,S000,2023,2,1,1,0
060730199051003,S000,2023,1,0,1,0
060730199051004,S000,2023,2,0,2,0
060730199051005,S000,2023,7,2,5,0
060730199051008,S000,2023,1,0,0,1
060730199051009,S000,2023,7,2,3,2
060730199052000,S000,2023,41,11,19,11
060730199052001,S000,2023,3,0,2,1
060730199053000,S000,2023,357,58,114,185
060730199053001,S000,2023,4,3,0,1
060730199053002,S000,2023,7,0,0,7
060730199053004,S000,2023,2,2,0,0
060730199053008,S000,2023,196,15,41,140
060730199053009,S000,2023,18,6,7,5
060730199053014,S000,2023,2011,244,424,1343
060730199053015,S000,2023,216,12,55,149
060730199053017,S000,2023,368,30,74,264
060730199053018,S000,2023,4,0,2,2
060730199053021,S000,2023,6,2,1,3
060730199053022,S000,2023,1,0,1,0
060730200151001,S000,2023,5,2,1,2
060730200151002,S000,2023,3,0,0,3
060730200151004,S000,2023,4,0,0,4
060730200151006,S000,2023,12,2,5,5
060730200151007,S000,2023,4,2,2,0
060730200151012,S000,2023,4,0,0,4
060730200151013,S000,2023,2,0,0,2
060730200151014,S000,2023,12,0,4,8
060730200151015,S000,2023,10,1,4,5
060730200151016,S000,2023,6,2,1,3
060730200151017,S000,2023,4,1,0,3
060730200151018,S000,2023,14,1,6,7
060730200151020,S000,2023,17,4,5,8
060730200152000,S000,2023,29,12,4,13
060730200152002,S000,2023,2,0,0,2
060730200152003,S000,2023,13,0,0,13
060730200152004,S000,2023,17,8,2,7
060730200152006,S000,2023,1,0,0,1
060730200153000,S000,2023,112,19,29,64
060730200153002,S000,2023,97,17,33,47
060730200171000,S000,2023,1,1,0,0
060730200171001,S000,2023,174,54,78,42
060730200171002,S000,2023,18,8,6,4
060730200171003,S000,2023,8,5,1,2
060730200171004,S000,2023,9,4,1,4
060730200171007,S000,2023,2,2,0,0
060730200172001,S000,2023,53,9,16,28
060730200172003,S000,2023,755,39,169,547
060730200172004,S000,2023,437,27,55,355
060730200172005,S000,2023,247,23,79,145
060730200172006,S000,2023,5,0,1,4
060730200172007,S000,2023,95,12,19,64
060730200172008,S000,2023,319,33,54,232
060730200172009,S000,2023,6,0,0,6
060730200172010,S000,2023,561,67,168,326
060730200172011,S000,2023,54,3,16,35
060730200172012,S000,2023,1258,73,304,881
060730200172013,S000,2023,15,1,0,14
060730200172014,S000,2023,2245,241,623,1381
060730200172015,S000,2023,231,11,88,132
060730200172016,S000,2023,207,21,30,156
060730200172017,S000,2023,668,10,54,604
060730200172018,S000,2023,133,5,11,117
060730200172019,S000,2023,161,1,8,152
060730200172020,S000,2023,477,39,105,333
060730200172022,S000,2023,67,12,31,24
060730200172023,S000,2023,576,40,86,450
060730200172024,S000,2023,1043,86,248,709
060730200172025,S000,2023,289,108,56,125
060730200172026,S000,2023,211,52,83,76
060730200172027,S000,2023,2,0,0,2
060730200172031,S000,2023,301,18,136,147
060730200173000,S000,2023,5,3,1,1
060730200173001,S000,2023,2,0,2,0
060730200191002,S000,2023,7,3,4,0
060730200191003,S000,2023,10,2,4,4
060730200191010,S000,2023,2,0,0,2
060730200191014,S000,2023,810,40,179,591
060730200191015,S000,2023,232,16,40,176
060730200192001,S000,2023,5,1,4,0
060730200192002,S000,2023,129,4,7,118
060730200192003,S000,2023,2,0,1,1
060730200192004,S000,2023,154,52,70,32
060730200192014,S000,2023,31,9,20,2
060730200192015,S000,2023,5,0,0,5
060730200193000,S000,2023,35,6,21,8
060730200193001,S000,2023,1,0,1,0
060730200193002,S000,2023,218,30,101,87
060730200193003,S000,2023,5,1,2,2
060730200193005,S000,2023,3,0,1,2
060730200193006,S000,2023,4,1,1,2
060730200193007,S000,2023,5,0,1,4
060730200193009,S000,2023,1,1,0,0
060730200193010,S000,2023,3,3,0,0
060730200193012,S000,2023,2,0,2,0
060730200193014,S000,2023,1,0,0,1
060730200193016,S000,2023,6,0,2,4
060730200211000,S000,2023,75,6,25,44
060730200211004,S000,2023,136,53,57,26
060730200211006,S000,2023,1,0,1,0
060730200211007,S000,2023,59,15,34,10
060730200211008,S000,2023,6,0,2,4
060730200211009,S000,2023,3,0,3,0
060730200211015,S000,2023,6,0,6,0
060730200211016,S000,2023,2,2,0,0
060730200212000,S000,2023,81,11,23,47
060730200212002,S000,2023,7,0,3,4
060730200212003,S000,2023,1,0,0,1
060730200212004,S000,2023,12,2,3,7
060730200213000,S000,2023,20,7,9,4
060730200213001,S000,2023,1389,299,379,711
060730200213002,S000,2023,39,5,21,13
060730200214000,S000,2023,187,12,52,123
060730200214001,S000,2023,4,1,1,2
060730200214002,S000,2023,2,0,2,0
060730200214003,S000,2023,2,2,0,0
060730200214005,S000,2023,22,5,10,7
060730200231000,S000,2023,1,1,0,0
060730200231001,S000,2023,4,0,4,0
060730200231002,S000,2023,465,44,101,320
060730200231004,S000,2023,305,43,88,174
060730200231007,S000,2023,490,27,83,380
060730200231008,S000,2023,526,60,145,321
060730200231009,S000,2023,452,124,145,183
060730200231013,S000,2023,521,90,84,347
060730200231014,S000,2023,1470,103,277,1090
060730200231015,S000,2023,4,1,2,1
060730200231016,S000,2023,741,104,87,550
060730200232001,S000,2023,7,0,4,3
060730200232002,S000,2023,24,0,9,15
060730200232003,S000,2023,5,1,3,1
060730200232006,S000,2023,31,7,12,12
060730200232007,S000,2023,4,0,1,3
060730200232008,S000,2023,7,0,3,4
060730200232009,S000,2023,2,0,1,1
060730200232010,S000,2023,3,2,1,0
060730200241000,S000,2023,78,19,24,35
060730200241001,S000,2023,120,14,29,77
060730200241002,S000,2023,2,0,2,0
060730200241003,S000,2023,50,6,3,41
060730200241004,S000,2023,4,2,0,2
060730200242000,S000,2023,7,2,1,4
060730200242001,S000,2023,1,1,0,0
060730200242003,S000,2023,104,10,37,57
060730200242004,S000,2023,5,3,1,1
060730200242006,S000,2023,4,0,1,3
060730200243000,S000,2023,3,2,1,0
060730200243001,S000,2023,1,0,0,1
060730200243002,S000,2023,6,1,0,5
060730200243003,S000,2023,6,4,1,1
060730200243004,S000,2023,19,3,6,10
060730200251000,S000,2023,260,27,50,183
060730200251002,S000,2023,5,2,1,2
060730200251005,S000,2023,5,3,2,0
060730200251006,S000,2023,3,2,1,0
060730200251008,S000,2023,4,1,3,0
060730200251010,S000,2023,2,0,1,1
060730200251012,S000,2023,1,0,1,0
060730200252001,S000,2023,21,10,6,5
060730200252008,S000,2023,67,8,26,33
060730200252009,S000,2023,122,30,60,32
060730200252010,S000,2023,3,0,2,1
060730200252012,S000,2023,342,23,74,245
060730200252013,S000,2023,236,42,83,111
060730200253000,S000,2023,14,1,10,3
060730200253001,S000,2023,1,1,0,0
060730200253002,S000,2023,1,0,1,0
060730200253003,S000,2023,248,46,149,53
060730200253004,S000,2023,72,21,34,17
060730200253006,S000,2023,738,115,251,372
060730200253007,S000,2023,76,15,19,42
060730200261000,S000,2023,314,46,80,188
060730200261002,S000,2023,3,0,0,3
060730200261003,S000,2023,2,0,2,0
060730200261004,S000,2023,2,2,0,0
060730200261006,S000,2023,4,2,2,0
060730200261007,S000,2023,2,0,0,2
060730200261009,S000,2023,1,0,1,0
060730200261010,S000,2023,18,1,3,14
060730200262000,S000,2023,870,117,206,547
060730200262002,S000,2023,20,2,2,16
060730200262003,S000,2023,224,32,123,69
060730200262004,S000,2023,505,177,210,118
060730200262005,S000,2023,851,121,145,585
060730200262006,S000,2023,2,0,2,0
060730200262007,S000,2023,30,15,10,5
060730200262009,S000,2023,9,0,0,9
060730200262010,S000,2023,98,16,22,60
060730200262011,S000,2023,2,1,1,0
060730200262012,S000,2023,1,0,0,1
060730200262013,S000,2023,8,1,1,6
060730200263000,S000,2023,22,4,12,6
060730200263002,S000,2023,4,0,0,4
060730200263003,S000,2023,7,0,3,4
060730200263005,S000,2023,116,19,49,48
060730200263006,S000,2023,15,3,9,3
060730200263008,S000,2023,2,0,2,0
060730200281001,S000,2023,9,1,7,1
060730200281002,S000,2023,4,1,2,1
060730200282000,S000,2023,1,0,0,1
060730200282001,S000,2023,25,7,14,4
060730200283000,S000,2023,1340,179,323,838
060730200283001,S000,2023,40,9,21,10
060730200283002,S000,2023,90,12,17,61
060730200291000,S000,2023,642,87,139,416
060730200291001,S000,2023,654,85,195,374
060730200291002,S000,2023,356,28,142,186
060730200291003,S000,2023,53,13,28,12
060730200291005,S000,2023,1108,184,335,589
060730200291006,S000,2023,386,37,210,139
060730200291008,S000,2023,6,0,1,5
060730200291009,S000,2023,98,22,21,55
060730200292000,S000,2023,175,30,67,78
060730200293000,S000,2023,857,117,313,427
060730200293001,S000,2023,10,6,4,0
060730200293002,S000,2023,336,71,149,116
060730200294000,S000,2023,365,28,63,274
060730200294001,S000,2023,3,1,2,0
060730200294002,S000,2023,221,28,53,140
060730200294003,S000,2023,21,3,6,12
060730200294004,S000,2023,145,32,58,55
060730200294005,S000,2023,93,15,26,52
060730200294006,S000,2023,48,4,11,33
060730200294007,S000,2023,81,3,15,63
060730200294008,S000,2023,968,271,432,265
060730200294009,S000,2023,279,23,48,208
060730200294010,S000,2023,29,7,20,2
060730200294011,S000,2023,900,32,42,826
060730200294012,S000,2023,596,49,137,410
060730200294013,S000,2023,31,4,10,17
060730200294014,S000,2023,78,10,38,30
060730200294015,S000,2023,79,7,10,62
060730200294016,S000,2023,11,0,0,11
060730200294017,S000,2023,24,4,7,13
060730200294018,S000,2023,484,34,115,335
060730200294019,S000,2023,77,0,11,66
060730200294020,S000,2023,506,52,92,362
060730200294021,S000,2023,9,0,3,6
060730200294022,S000,2023,93,23,22,48
060730200294023,S000,2023,541,43,127,371
060730200294024,S000,2023,1011,176,333,502
060730200294025,S000,2023,12,0,2,10
060730200294026,S000,2023,145,13,38,94
060730200294027,S000,2023,365,69,122,174
060730200294028,S000,2023,222,28,65,129
060730200294029,S000,2023,56,26,14,16
060730200294030,S000,2023,109,33,39,37
060730200294032,S000,2023,13,3,9,1
060730200301000,S000,2023,4,0,0,4
060730200301001,S000,2023,18,3,2,13
060730200301002,S000,2023,4,0,2,2
060730200301003,S000,2023,3,0,0,3
060730200301006,S000,2023,2,0,0,2
060730200301008,S000,2023,22,0,4,18
060730200301009,S000,2023,16,0,3,13
060730200301010,S000,2023,147,34,56,57
060730200301011,S000,2023,3,0,0,3
060730200301012,S000,2023,324,100,110,114
060730200301013,S000,2023,7,1,3,3
060730200302000,S000,2023,1019,145,286,588
060730200302001,S000,2023,826,106,238,482
060730200302002,S000,2023,3,0,2,1
060730200302004,S000,2023,6,0,0,6
060730200302006,S000,2023,557,98,230,229
060730200302009,S000,2023,8,0,3,5
060730200302012,S000,2023,1,0,0,1
060730200302013,S000,2023,64,30,22,12
060730200302014,S000,2023,1,0,0,1
060730200302016,S000,2023,5,1,0,4
060730200302018,S000,2023,2,0,0,2
060730200302019,S000,2023,45,7,24,14
060730200302024,S000,2023,2,0,0,2
060730200302025,S000,2023,1,0,0,1
060730200302027,S000,2023,2,0,2,0
060730200302028,S000,2023,7,0,2,5
060730200302029,S000,2023,8,1,3,4
060730200302031,S000,2023,17,5,9,3
060730200302033,S000,2023,2,0,0,2
060730200302035,S000,2023,3,0,0,3
060730200302036,S000,2023,11,1,3,7
060730200302037,S000,2023,94,13,25,56
060730200302038,S000,2023,5,0,1,4
060730200302039,S000,2023,31,5,8,18
060730200302041,S000,2023,17,0,3,14
060730200302042,S000,2023,8,1,1,6
060730200303000,S000,2023,3,2,0,1
060730200303001,S000,2023,148,25,13,110
060730200303003,S000,2023,1,0,0,1
060730200303005,S000,2023,12,5,4,3
060730200303007,S000,2023,22,0,5,17
060730200303008,S000,2023,14,2,4,8
060730200303012,S000,2023,7,2,0,5
060730200303013,S000,2023,3,0,1,2
060730200303014,S000,2023,6,1,4,1
060730200303016,S000,2023,1,0,0,1
060730200303017,S000,2023,2,0,2,0
060730200303018,S000,2023,20,3,0,17
060730200303019,S000,2023,15,7,5,3
060730200311000,S000,2023,19,4,8,7
060730200311001,S000,2023,3,0,0,3
060730200311004,S000,2023,1,0,0,1
060730200311005,S000,2023,36,9,9,18
060730200311006,S000,2023,2,0,1,1
060730200311007,S000,2023,8,1,3,4
060730200311008,S000,2023,1,0,0,1
060730200311009,S000,2023,7,0,0,7
060730200311011,S000,2023,11,3,2,6
060730200312000,S000,2023,8,0,4,4
060730200312001,S000,2023,260,54,84,122
060730200312002,S000,2023,312,73,84,155
060730200312003,S000,2023,27,4,7,16
060730200312005,S000,2023,186,11,66,109
060730200312006,S000,2023,6,1,2,3
060730200312007,S000,2023,2,1,0,1
060730200312008,S000,2023,6,2,1,3
060730200312009,S000,2023,1,0,1,0
060730200312011,S000,2023,2,0,0,2
060730200312012,S000,2023,5,1,1,3
060730200312013,S000,2023,18,0,6,12
060730200312015,S000,2023,65,8,14,43
060730200312016,S000,2023,17,6,5,6
060730200313000,S000,2023,28,4,7,17
060730200313001,S000,2023,2,0,1,1
060730200313002,S000,2023,5,1,3,1
060730200313005,S000,2023,1,1,0,0
060730200313006,S000,2023,2,0,2,0
060730200313007,S000,2023,12,2,7,3
060730200313012,S000,2023,4,0,3,1
060730200313015,S000,2023,1,0,1,0
060730200313016,S000,2023,3,0,0,3
060730200321000,S000,2023,32,4,12,16
060730200321003,S000,2023,35,8,10,17
060730200321004,S000,2023,2,2,0,0
060730200321005,S000,2023,3,0,1,2
060730200321007,S000,2023,2,1,0,1
060730200321008,S000,2023,9,0,5,4
060730200321012,S000,2023,32,10,6,16
060730200321013,S000,2023,3,3,0,0
060730200321014,S000,2023,1100,149,257,694
060730200321016,S000,2023,23,4,13,6
060730200321018,S000,2023,4,0,3,1
060730200322000,S000,2023,71,5,13,53
060730200322002,S000,2023,14,9,2,3
060730200322003,S000,2023,16,7,5,4
060730200322005,S000,2023,21,2,5,14
060730200322006,S000,2023,9,0,1,8
060730200322007,S000,2023,17,4,5,8
060730200322008,S000,2023,18,5,10,3
060730200331000,S000,2023,10,1,7,2
060730200331001,S000,2023,2,0,2,0
060730200331002,S000,2023,12,1,7,4
060730200331003,S000,2023,2,1,1,0
060730200332000,S000,2023,16,5,4,7
060730200332001,S000,2023,40,13,14,13
060730200332005,S000,2023,1,0,1,0
060730200332006,S000,2023,13,3,5,5
060730200332008,S000,2023,5,1,3,1
060730200332009,S000,2023,88,10,25,53
060730200332010,S000,2023,12,1,4,7
060730200332011,S000,2023,3,0,0,3
060730200332012,S000,2023,8,0,3,5
060730200332013,S000,2023,3,1,0,2
060730200332014,S000,2023,22,1,6,15
060730200333000,S000,2023,20,6,4,10
060730200333001,S000,2023,5,0,2,3
060730200333002,S000,2023,1,0,0,1
060730200333003,S000,2023,3,0,0,3
060730200333004,S000,2023,1,0,0,1
060730200341001,S000,2023,130,7,7,116
060730200341002,S000,2023,5,2,2,1
060730200341003,S000,2023,50,6,20,24
060730200341005,S000,2023,3,0,2,1
060730200341008,S000,2023,8,1,3,4
060730200341010,S000,2023,3,0,1,2
060730200341011,S000,2023,5,0,3,2
060730200341012,S000,2023,1,0,1,0
060730200341014,S000,2023,9,2,4,3
060730200341015,S000,2023,51,1,3,47
060730200341017,S000,2023,2,0,0,2
060730200341018,S000,2023,3,0,1,2
060730200351000,S000,2023,1,1,0,0
060730200351001,S000,2023,13,2,6,5
060730200351002,S000,2023,24,0,5,19
060730200351003,S000,2023,6,0,2,4
060730200351005,S000,2023,1,0,0,1
060730200351006,S000,2023,8,3,3,2
060730200351008,S000,2023,24,6,7,11
060730200351009,S000,2023,4,2,1,1
060730200352000,S000,2023,18,6,2,10
060730200352001,S000,2023,14,2,3,9
060730200352004,S000,2023,2,0,0,2
060730200352005,S000,2023,161,57,52,52
060730200353000,S000,2023,16,0,6,10
060730200353001,S000,2023,3,0,0,3
060730200353002,S000,2023,3,0,1,2
060730200353004,S000,2023,14,2,9,3
060730200354000,S000,2023,54,7,6,41
060730200354001,S000,2023,8,2,1,5
060730200354002,S000,2023,12,0,6,6
060730200354003,S000,2023,3,1,1,1
060730200354005,S000,2023,1,0,0,1
060730200354006,S000,2023,22,2,9,11
060730200354007,S000,2023,2,0,0,2
060730200355000,S000,2023,97,16,24,57
060730200355001,S000,2023,11,0,0,11
060730200355004,S000,2023,108,19,22,67
060730200355005,S000,2023,1,0,0,1
060730200355006,S000,2023,2,0,0,2
060730200355007,S000,2023,17,1,0,16
060730200361000,S000,2023,839,63,167,609
060730200361002,S000,2023,120,6,32,82
060730200362000,S000,2023,73,20,24,29
060730200362001,S000,2023,9,2,0,7
060730200362002,S000,2023,8,2,0,6
060730200362003,S000,2023,2,0,0,2
060730200362004,S000,2023,11,0,7,4
060730200371000,S000,2023,41,12,9,20
060730200371001,S000,2023,11,3,5,3
060730200372000,S000,2023,4,1,1,2
060730200372001,S000,2023,2,0,0,2
060730200372002,S000,2023,8,1,4,3
060730200372003,S000,2023,1,0,1,0
060730200372006,S000,2023,127,25,74,28
060730200372007,S000,2023,3,0,2,1
060730200372008,S000,2023,2,1,0,1
060730200372009,S000,2023,28,8,10,10
060730200372010,S000,2023,16,1,6,9
060730200372012,S000,2023,3,1,2,0
060730200372014,S000,2023,114,22,29,63
060730200372015,S000,2023,1,0,0,1
060730200381000,S000,2023,3,0,1,2
060730200381001,S000,2023,2,1,0,1
060730200381004,S000,2023,70,14,32,24
060730200381008,S000,2023,3,2,1,0
060730200381010,S000,2023,3,0,2,1
060730200381011,S000,2023,3,0,3,0
060730200381012,S000,2023,16,8,8,0
060730200382000,S000,2023,15,2,8,5
060730200382001,S000,2023,46,8,26,12
060730200382002,S000,2023,32,5,22,5
060730200382005,S000,2023,135,22,53,60
060730200382006,S000,2023,19,6,4,9
060730200382008,S000,2023,9,2,3,4
060730200382009,S000,2023,47,1,7,39
060730200382011,S000,2023,106,20,33,53
060730200382012,S000,2023,341,199,29,113
060730200382013,S000,2023,3,2,1,0
060730200391000,S000,2023,32,0,18,14
060730200391001,S000,2023,4,0,2,2
060730200391002,S000,2023,2,0,0,2
060730200391003,S000,2023,6,1,3,2
060730200391004,S000,2023,12,5,4,3
060730200391005,S000,2023,1,0,1,0
060730200391006,S000,2023,4,2,0,2
060730200391007,S000,2023,2,1,1,0
060730200391009,S000,2023,13,3,7,3
060730200391010,S000,2023,5,0,4,1
060730200391012,S000,2023,2,0,2,0
060730200401000,S000,2023,62,12,30,20
060730200401001,S000,2023,93,8,24,61
060730200401002,S000,2023,2,0,0,2
060730200401003,S000,2023,644,73,138,433
060730200401004,S000,2023,3,1,2,0
060730200401005,S000,2023,8,3,2,3
060730200401008,S000,2023,5,0,1,4
060730200401009,S000,2023,19,2,5,12
060730200401010,S000,2023,3,0,0,3
060730200401011,S000,2023,43,1,13,29
060730200401012,S000,2023,1,0,1,0
060730200401014,S000,2023,7,0,3,4
060730200402000,S000,2023,11,0,7,4
060730200402001,S000,2023,3,0,1,2
060730200402003,S000,2023,91,15,17,59
060730200402005,S000,2023,9,4,5,0
060730200402008,S000,2023,17,3,2,12
060730200411000,S000,2023,22,5,9,8
060730200411002,S000,2023,1,0,0,1
060730200411007,S000,2023,15,0,2,13
060730200411009,S000,2023,1,0,1,0
060730200412000,S000,2023,41,4,7,30
060730200412001,S000,2023,33,8,6,19
060730200412002,S000,2023,83,20,27,36
060730200412005,S000,2023,10,6,4,0
060730200421000,S000,2023,3,0,0,3
060730200421001,S000,2023,1527,88,229,1210
060730200421002,S000,2023,7,1,3,3
060730200421003,S000,2023,7,0,5,2
060730200421004,S000,2023,671,29,137,505
060730200421005,S000,2023,61,12,24,25
060730200421010,S000,2023,30,1,8,21
060730200421013,S000,2023,4,0,0,4
060730200422000,S000,2023,246,32,115,99
060730200422001,S000,2023,180,36,91,53
060730200422002,S000,2023,2,0,0,2
060730200422003,S000,2023,19,13,3,3
060730200422005,S000,2023,70,12,19,39
060730200422006,S000,2023,1,0,1,0
060730200422008,S000,2023,39,1,11,27
060730200422010,S000,2023,233,29,56,148
060730200422012,S000,2023,1,0,0,1
060730200431001,S000,2023,109,28,30,51
060730200431003,S000,2023,4,0,2,2
060730200431005,S000,2023,36,2,15,19
060730200431007,S000,2023,40,6,13,21
060730200431008,S000,2023,1,0,1,0
060730200431009,S000,2023,2,2,0,0
060730200431010,S000,2023,18,0,13,5
060730200431011,S000,2023,21,0,2,19
060730200431012,S000,2023,9,1,5,3
060730200431013,S000,2023,3,2,0,1
060730200432001,S000,2023,72,5,13,54
060730200432003,S000,2023,24,0,4,20
060730200432005,S000,2023,14,0,4,10
060730200432006,S000,2023,62,13,17,32
060730200432007,S000,2023,24,2,4,18
060730200432010,S000,2023,90,12,26,52
060730200432011,S000,2023,2,0,2,0
060730200432012,S000,2023,6,0,0,6
060730200432013,S000,2023,21,4,6,11
060730200441000,S000,2023,34,17,9,8
060730200441001,S000,2023,1,0,0,1
060730200441002,S000,2023,1,0,1,0
060730200441003,S000,2023,29,5,19,5
060730200442000,S000,2023,5,2,1,2
060730200442004,S000,2023,5,1,4,0
060730200442005,S000,2023,12,0,1,11
060730200443000,S000,2023,11,4,4,3
060730200443001,S000,2023,10,5,1,4
060730200443004,S000,2023,68,11,19,38
060730200443005,S000,2023,2,1,0,1
060730200443008,S000,2023,4,0,1,3
060730200443010,S000,2023,2,0,1,1
060730200443014,S000,2023,135,55,51,29
060730200443015,S000,2023,1,0,0,1
060730200444000,S000,2023,120,31,41,48
060730200444001,S000,2023,51,22,15,14
060730200444002,S000,2023,1,1,0,0
060730200444003,S000,2023,3,0,0,3
060730200444004,S000,2023,7,6,0,1
060730201051001,S000,2023,26,2,4,20
060730201051004,S000,2023,166,25,31,110
060730201051006,S000,2023,26,6,15,5
060730201052000,S000,2023,7,0,6,1
060730201052001,S000,2023,77,25,35,17
060730201052002,S000,2023,27,7,11,9
060730201052005,S000,2023,11,2,5,4
060730201053001,S000,2023,179,63,67,49
060730201053002,S000,2023,312,44,48,220
060730201061000,S000,2023,18,5,7,6
