w_geocode,segment,year,C000,CE01,CE02,CE03
060730083462026,S000,2023,5,0,2,3
060730083462027,S000,2023,1485,62,59,1364
060730083462028,S000,2023,23,5,3,15
060730083463000,S000,2023,17,3,8,6
060730083463003,S000,2023,1,0,1,0
060730083463004,S000,2023,32,7,8,17
060730083463005,S000,2023,8,1,4,3
060730083463006,S000,2023,4,0,2,2
060730083463007,S000,2023,2,0,0,2
060730083463009,S000,2023,2,0,0,2
060730083463012,S000,2023,6,4,2,0
060730083463013,S000,2023,2,0,2,0
060730083463014,S000,2023,38,5,1,32
060730083471004,S000,2023,3,1,2,0
060730083471005,S000,2023,1,0,1,0
060730083471006,S000,2023,16,6,7,3
060730083471007,S000,2023,3,2,1,0
060730083471008,S000,2023,3,0,3,0
060730083471010,S000,2023,59,4,12,43
060730083472001,S000,2023,7,1,6,0
060730083472003,S000,2023,3,0,3,0
060730083473000,S000,2023,3,1,2,0
060730083473001,S000,2023,8,4,3,1
060730083473002,S000,2023,4,1,1,2
060730083473003,S000,2023,1,0,0,1
060730083473004,S000,2023,3,0,2,1
060730083473005,S000,2023,7,0,4,3
060730083474000,S000,2023,9,0,5,4
060730083474002,S000,2023,16,6,5,5
060730083474004,S000,2023,24,17,5,2
060730083474005,S000,2023,6,4,2,0
060730083474006,S000,2023,2,0,2,0
060730083475000,S000,2023,25,4,11,10
060730083475002,S000,2023,9,2,3,4
060730083475003,S000,2023,1,0,1,0
060730083475004,S000,2023,5,3,2,0
060730083475005,S000,2023,3,0,0,3
060730083475006,S000,2023,1,0,0,1
060730083475007,S000,2023,1,0,0,1
060730083475008,S000,2023,4,1,2,1
060730083481000,S000,2023,110,21,31,58
060730083481001,S000,2023,2,0,2,0
060730083482002,S000,2023,5,1,2,2
060730083482003,S000,2023,2,0,2,0
060730083482004,S000,2023,1,0,1,0
060730083482006,S000,2023,1,0,1,0
060730083482007,S000,2023,2,0,2,0
060730083482008,S000,2023,4,2,2,0
060730083483000,S000,2023,21,1,17,3
060730083483001,S000,2023,4,1,1,2
060730083483002,S000,2023,3,0,3,0
060730083483005,S000,2023,1,0,1,0
060730083483006,S000,2023,4,1,3,0
060730083483009,S000,2023,4,1,2,1
060730083483010,S000,2023,3,1,0,2
060730083483011,S000,2023,2,1,1,0
060730083483012,S000,2023,2,0,1,1
060730083491000,S000,2023,9,7,2,0
060730083491001,S000,2023,2,2,0,0
060730083491002,S000,2023,25,7,18,0
060730083491003,S000,2023,20,4,8,8
060730083491004,S000,2023,1,0,1,0
060730083491005,S000,2023,6,3,1,2
060730083492000,S000,2023,5,2,2,1
060730083492001,S000,2023,1,0,0,1
060730083492002,S000,2023,4,1,2,1
060730083492004,S000,2023,6,2,4,0
060730083492005,S000,2023,822,245,366,211
060730083492006,S000,2023,11,8,3,0
060730083492007,S000,2023,4,4,0,0
060730083492008,S000,2023,5,1,3,1
060730083492009,S000,2023,48,7,16,25
060730083492010,S000,2023,5,2,3,0
060730083492011,S000,2023,5,0,5,0
060730083492012,S000,2023,2,1,1,0
060730083492013,S000,2023,1,1,0,0
060730083501000,S000,2023,46,8,21,17
060730083501002,S000,2023,2,0,2,0
060730083501003,S000,2023,14,13,1,0
060730083501006,S000,2023,25,12,12,1
060730083501008,S000,2023,5,1,3,1
060730083501009,S000,2023,1686,118,296,1272
060730083501010,S000,2023,2886,248,480,2158
060730083501011,S000,2023,17,2,2,13
060730083501012,S000,2023,1382,214,341,827
060730083501013,S000,2023,314,20,85,209
060730083501014,S000,2023,508,73,91,344
060730083501015,S000,2023,1346,136,275,935
060730083501016,S000,2023,1005,54,225,726
060730083501017,S000,2023,1763,179,509,1075
060730083501018,S000,2023,156,14,16,126
060730083501019,S000,2023,1068,88,237,743
060730083501020,S000,2023,1045,36,96,913
060730083501021,S000,2023,2486,114,355,2017
060730083501022,S000,2023,1468,50,125,1293
060730083501023,S000,2023,760,11,24,725
060730083501024,S000,2023,12255,1357,2072,8826
060730083501025,S000,2023,825,62,204,559
060730083501026,S000,2023,1585,74,122,1389
060730083501027,S000,2023,79,25,26,28
060730083501030,S000,2023,643,39,151,453
060730083501031,S000,2023,875,161,247,467
060730083501032,S000,2023,2940,162,326,2452
060730083501033,S000,2023,2651,278,680,1693
060730083501034,S000,2023,94,0,7,87
060730083501035,S000,2023,487,50,245,192
060730083501036,S000,2023,210,12,50,148
060730083501037,S000,2023,574,81,122,371
060730083501038,S000,2023,157,7,18,132
060730083501040,S000,2023,674,43,80,551
060730083501041,S000,2023,1216,111,330,775
060730083501043,S000,2023,65,5,2,58
060730083501045,S000,2023,3,2,1,0
060730083501046,S000,2023,3,2,1,0
060730083502000,S000,2023,72,11,19,42
060730083502001,S000,2023,2,2,0,0
060730083502002,S000,2023,2,0,1,1
060730083502005,S000,2023,2,0,0,2
060730083502006,S000,2023,7508,727,1079,5702
060730083502007,S000,2023,169,10,12,147
060730083502008,S000,2023,413,42,126,245
060730083502009,S000,2023,764,13,15,736
060730083502010,S000,2023,820,138,230,452
060730083503000,S000,2023,8,0,5,3
060730083503002,S000,2023,2,0,0,2
060730083503003,S000,2023,4,2,1,1
060730083503004,S000,2023,9,3,6,0
060730083503005,S000,2023,1,1,0,0
060730083504001,S000,2023,21,5,10,6
060730083504002,S000,2023,20,2,2,16
060730083504004,S000,2023,4,1,0,3
060730083504005,S000,2023,4,0,2,2
060730083504006,S000,2023,8,5,1,2
060730083511000,S000,2023,847,196,369,282
060730083511001,S000,2023,6,3,1,2
060730083511003,S000,2023,1,0,1,0
060730083511004,S000,2023,8,5,3,0
060730083511005,S000,2023,14,3,9,2
060730083512000,S000,2023,20,8,5,7
060730083512002,S000,2023,3,1,0,2
060730083512003,S000,2023,2,0,2,0
060730083512004,S000,2023,2,1,1,0
060730083513000,S000,2023,6,0,6,0
060730083513001,S000,2023,22,8,10,4
060730083513005,S000,2023,1,0,0,1
060730083513006,S000,2023,4,2,0,2
060730083514000,S000,2023,47,5,20,22
060730083514001,S000,2023,2,0,2,0
060730083514002,S000,2023,2,1,1,0
060730083514003,S000,2023,5,0,2,3
060730083514005,S000,2023,7,1,5,1
060730083514006,S000,2023,1,1,0,0
060730083514007,S000,2023,9,4,2,3
060730083521000,S000,2023,6,2,4,0
060730083521001,S000,2023,1,0,1,0
060730083521003,S000,2023,1,1,0,0
060730083521004,S000,2023,1,0,1,0
060730083521005,S000,2023,26,14,6,6
060730083521006,S000,2023,1,0,1,0
060730083522001,S000,2023,6,3,3,0
060730083522002,S000,2023,80,10,15,55
060730083522003,S000,2023,5,2,2,1
060730083522004,S000,2023,11,1,4,6
060730083523000,S000,2023,3,1,2,0
060730083523001,S000,2023,3,1,1,1
060730083523002,S000,2023,6,3,3,0
060730083523003,S000,2023,70,28,32,10
060730083531000,S000,2023,5,2,2,1
060730083531002,S000,2023,9,3,4,2
060730083531003,S000,2023,3,0,2,1
060730083531004,S000,2023,8,5,3,0
060730083531006,S000,2023,1,0,0,1
060730083532001,S000,2023,49,14,21,14
060730083532002,S000,2023,3,0,2,1
060730083532003,S000,2023,1,0,1,0
060730083532004,S000,2023,1,1,0,0
060730083532005,S000,2023,6,0,1,5
060730083532006,S000,2023,1,1,0,0
060730083532008,S000,2023,8,0,1,7
060730083533000,S000,2023,4,1,0,3
060730083533001,S000,2023,6,2,4,0
060730083533002,S000,2023,4,1,0,3
060730083533004,S000,2023,9,6,3,0
060730083551000,S000,2023,6,2,4,0
060730083551001,S000,2023,8,1,2,5
060730083551002,S000,2023,2,0,2,0
060730083551003,S000,2023,3,0,0,3
060730083551004,S000,2023,4,2,1,1
060730083551005,S000,2023,1,0,1,0
060730083552000,S000,2023,75,6,23,46
060730083552001,S000,2023,83,58,21,4
060730083552002,S000,2023,1,0,1,0
060730083552003,S000,2023,19,3,10,6
060730083552004,S000,2023,4,0,4,0
060730083552006,S000,2023,16,11,0,5
060730083552007,S000,2023,5,2,2,1
060730083552009,S000,2023,4,2,1,1
060730083552010,S000,2023,13,6,5,2
060730083552011,S000,2023,1,0,1,0
060730083552012,S000,2023,721,146,340,235
060730083552015,S000,2023,2,2,0,0
060730083561000,S000,2023,22,6,7,9
060730083561003,S000,2023,6,1,3,2
060730083561004,S000,2023,3,0,1,2
060730083562000,S000,2023,5,3,2,0
060730083562001,S000,2023,2,1,1,0
060730083562002,S000,2023,2,1,0,1
060730083562003,S000,2023,3,2,1,0
060730083562004,S000,2023,4,3,1,0
060730083562005,S000,2023,3,1,2,0
060730083562006,S000,2023,11,4,5,2
060730083562007,S000,2023,2,1,0,1
060730083562008,S000,2023,11,1,2,8
060730083562010,S000,2023,3,0,3,0
060730083571000,S000,2023,249,76,103,70
060730083571002,S000,2023,3,2,1,0
060730083571003,S000,2023,16,2,8,6
060730083571004,S000,2023,1,0,1,0
060730083571005,S000,2023,10,0,3,7
060730083571006,S000,2023,4,0,2,2
060730083571008,S000,2023,2,0,0,2
060730083572000,S000,2023,1,0,1,0
060730083572001,S000,2023,5,0,5,0
060730083572002,S000,2023,3,0,3,0
060730083572003,S000,2023,4,0,4,0
060730083572004,S000,2023,19,8,7,4
060730083572008,S000,2023,3,2,1,0
060730083573000,S000,2023,2,0,2,0
060730083573001,S000,2023,4,0,0,4
060730083573002,S000,2023,24,2,5,17
060730083573003,S000,2023,23,11,8,4
060730083573004,S000,2023,566,102,220,244
060730083573005,S000,2023,7,2,4,1
060730083581000,S000,2023,1,0,1,0
060730083581001,S000,2023,383,67,126,190
060730083581002,S000,2023,2,0,1,1
060730083581003,S000,2023,2,0,0,2
060730083581004,S000,2023,5,0,4,1
060730083581005,S000,2023,14,3,1,10
060730083581006,S000,2023,3,2,1,0
060730083581008,S000,2023,2,2,0,0
060730083581009,S000,2023,9,4,2,3
060730083581010,S000,2023,2,2,0,0
060730083581011,S000,2023,2,2,0,0
060730083581013,S000,2023,4,1,3,0
060730083581014,S000,2023,60,6,14,40
060730083581015,S000,2023,14,8,4,2
060730083581016,S000,2023,2,2,0,0
060730083582000,S000,2023,109,40,40,29
060730083582005,S000,2023,52,15,15,22
060730083582006,S000,2023,2,2,0,0
060730083582008,S000,2023,398,119,195,84
060730083583000,S000,2023,1186,220,281,685
060730083583001,S000,2023,7,2,2,3
060730083583002,S000,2023,3,0,1,2
060730083583003,S000,2023,5,1,0,4
060730083583004,S000,2023,1,1,0,0
060730083583008,S000,2023,2,2,0,0
060730083584000,S000,2023,30,6,2,22
060730083584001,S000,2023,3,2,0,1
060730083584002,S000,2023,2,1,1,0
060730083584005,S000,2023,20,11,7,2
060730083584006,S000,2023,6,3,0,3
060730083584007,S000,2023,9,4,2,3
060730083591000,S000,2023,416,134,155,127
060730083591001,S000,2023,598,133,238,227
060730083591006,S000,2023,8,3,4,1
060730083591007,S000,2023,21,10,9,2
060730083592000,S000,2023,37,10,15,12
060730083601000,S000,2023,187,8,32,147
060730083601001,S000,2023,31,15,2,14
060730083601002,S000,2023,1330,224,303,803
060730083601003,S000,2023,533,45,157,331
060730083602000,S000,2023,51,6,10,35
060730083602001,S000,2023,17,2,11,4
060730083602002,S000,2023,3,2,1,0
060730083602003,S000,2023,1,0,1,0
060730083602004,S000,2023,24,6,11,7
060730083602005,S000,2023,871,42,118,711
060730083602006,S000,2023,502,60,121,321
060730083602007,S000,2023,307,41,80,186
060730083602008,S000,2023,464,54,113,297
060730083602009,S000,2023,820,76,298,446
060730083602010,S000,2023,637,62,106,469
060730083603000,S000,2023,2,1,1,0
060730083603001,S000,2023,12,4,8,0
060730083603002,S000,2023,2,1,1,0
060730083603003,S000,2023,3,3,0,0
060730083603004,S000,2023,3,0,2,1
060730083603005,S000,2023,3,0,2,1
060730083603006,S000,2023,6,0,3,3
060730083603007,S000,2023,24,5,13,6
060730083603008,S000,2023,10,4,1,5
060730083603009,S000,2023,6,0,6,0
060730083603011,S000,2023,5,0,2,3
060730083603012,S000,2023,21,6,10,5
060730083611001,S000,2023,686,149,242,295
060730083611002,S000,2023,296,44,76,176
060730083611003,S000,2023,65,39,7,19
060730083611004,S000,2023,1,0,1,0
060730083612000,S000,2023,52,1,9,42
060730083621001,S000,2023,1099,246,439,414
060730083621002,S000,2023,9,0,1,8
060730083621003,S000,2023,2,0,0,2
060730083621004,S000,2023,6,0,1,5
060730083622000,S000,2023,67,6,10,51
060730083622001,S000,2023,9,6,3,0
060730083623000,S000,2023,18,8,5,5
060730083623001,S000,2023,14,2,2,10
060730083631000,S000,2023,18,0,1,17
060730083632000,S000,2023,40,3,5,32
060730083632001,S000,2023,75,17,20,38
060730083633000,S000,2023,15,1,8,6
060730083634000,S000,2023,36,3,21,12
060730083641000,S000,2023,7,2,2,3
060730083641001,S000,2023,17,3,6,8
060730083641002,S000,2023,1,0,0,1
060730083641004,S000,2023,3,3,0,0
060730083641005,S000,2023,278,84,112,82
060730083642000,S000,2023,8,1,5,2
060730083642001,S000,2023,407,21,25,361
060730083643000,S000,2023,22,4,5,13
060730083643001,S000,2023,3,0,2,1
060730083643002,S000,2023,10,0,0,10
060730083644000,S000,2023,7,1,5,1
060730083644002,S000,2023,23,2,1,20
060730083651000,S000,2023,8,0,3,5
060730083651001,S000,2023,37,2,7,28
060730083651002,S000,2023,8,3,2,3
060730083651003,S000,2023,19,4,10,5
060730083651004,S000,2023,2,0,2,0
060730083651005,S000,2023,11,0,8,3
060730083652000,S000,2023,42,21,9,12
060730083652001,S000,2023,3,0,1,2
060730083652003,S000,2023,18,0,9,9
060730083661001,S000,2023,31,13,10,8
060730083661003,S000,2023,11,0,5,6
060730083661006,S000,2023,40,6,24,10
060730083661007,S000,2023,21,0,6,15
060730083661008,S000,2023,2,2,0,0
060730083661009,S000,2023,7,2,3,2
060730083661010,S000,2023,84,17,21,46
060730083661012,S000,2023,7,0,2,5
060730083662001,S000,2023,74,9,16,49
060730083662002,S000,2023,3,2,1,0
060730083662003,S000,2023,1,0,0,1
060730083662004,S000,2023,2,1,1,0
060730083662006,S000,2023,4,0,0,4
060730083662007,S000,2023,23,2,9,12
060730083662008,S000,2023,3,2,1,0
060730083662009,S000,2023,2,0,0,2
060730083662010,S000,2023,10,3,2,5
060730083662011,S000,2023,6,2,3,1
060730083662013,S000,2023,7,1,2,4
060730083663001,S000,2023,25,10,4,11
060730083663003,S000,2023,1,0,0,1
060730083663004,S000,2023,2,1,0,1
060730083663005,S000,2023,2,0,1,1
060730083663006,S000,2023,1,0,0,1
060730083663007,S000,2023,50,33,8,9
060730083663008,S000,2023,3239,84,319,2836
060730083663010,S000,2023,4,0,1,3
060730083663011,S000,2023,2,2,0,0
060730083663012,S000,2023,1,0,1,0
060730083671000,S000,2023,21,6,14,1
060730083671001,S000,2023,3,0,3,0
060730083671002,S000,2023,4,1,0,3
060730083671003,S000,2023,34,13,17,4
060730083671004,S000,2023,250,78,107,65
060730083671006,S000,2023,21,6,11,4
060730083671008,S000,2023,9,0,2,7
060730083671012,S000,2023,2,0,2,0
060730083672000,S000,2023,58,19,16,23
060730083672001,S000,2023,6,2,0,4
060730083672002,S000,2023,4,0,3,1
060730083672004,S000,2023,219,45,54,120
060730083672005,S000,2023,3,1,0,2
060730083672006,S000,2023,104,5,24,75
060730083672007,S000,2023,24,7,8,9
060730083681000,S000,2023,5,0,2,3
060730083681001,S000,2023,2,1,1,0
060730083681002,S000,2023,2,0,0,2
060730083681003,S000,2023,1,1,0,0
060730083681005,S000,2023,3,0,1,2
060730083681006,S000,2023,2,1,0,1
060730083682000,S000,2023,2,1,1,0
060730083682002,S000,2023,78,19,20,39
060730083682006,S000,2023,3,0,1,2
060730083682007,S000,2023,4,1,3,0
060730083683000,S000,2023,19,5,7,7
060730083683002,S000,2023,2,2,0,0
060730083683004,S000,2023,9,0,1,8
060730083683005,S000,2023,92,15,18,59
060730083683006,S000,2023,30,1,3,26
060730083683008,S000,2023,75,17,34,24
060730083683010,S000,2023,4,1,3,0
060730083684000,S000,2023,195,54,51,90
060730083684002,S000,2023,6,0,2,4
060730083684003,S000,2023,2,0,0,2
060730083684005,S000,2023,2,0,2,0
060730083684006,S000,2023,7,2,2,3
060730083684007,S000,2023,4,0,2,2
060730083684009,S000,2023,7,1,1,5
060730083691000,S000,2023,1340,290,465,585
060730083691001,S000,2023,79,16,15,48
060730083691002,S000,2023,27,6,9,12
060730083692000,S000,2023,1224,131,192,901
060730083692001,S000,2023,3200,206,326,2668
060730083692004,S000,2023,873,62,92,719
060730083692005,S000,2023,246,57,50,139
060730083692006,S000,2023,2,0,2,0
060730083692007,S000,2023,7157,1110,1055,4992
060730083701000,S000,2023,48,13,8,27
060730083701001,S000,2023,3,3,0,0
060730083701004,S000,2023,9,0,0,9
060730083701005,S000,2023,806,43,70,693
060730083701006,S000,2023,1767,91,213,1463
060730083701007,S000,2023,490,98,180,212
060730083702000,S000,2023,29,8,6,15
060730083711000,S000,2023,124,33,48,43
060730083711001,S000,2023,65,11,10,44
060730083711002,S000,2023,1067,37,104,926
060730083711003,S000,2023,1,0,0,1
060730083712000,S000,2023,23,8,2,13
060730083712006,S000,2023,81,3,12,66
060730083721001,S000,2023,14,7,3,4
060730083721002,S000,2023,6,2,1,3
060730083721004,S000,2023,1,1,0,0
060730083721005,S000,2023,2,0,0,2
060730083721007,S000,2023,404,114,122,168
060730083721010,S000,2023,2,1,1,0
060730083722001,S000,2023,77,12,15,50
060730083722003,S000,2023,34,17,11,6
060730083722005,S000,2023,1,1,0,0
060730083722006,S000,2023,4,1,1,2
060730083722007,S000,2023,2,0,2,0
060730083722008,S000,2023,11,1,3,7
060730083722009,S000,2023,1,0,1,0
060730083722010,S000,2023,50,8,7,35
060730083722011,S000,2023,2,1,1,0
060730083722012,S000,2023,5,4,0,1
060730083722013,S000,2023,3,0,0,3
060730083722014,S000,2023,1,0,1,0
060730083722015,S000,2023,2,0,0,2
060730083731002,S000,2023,1506,69,183,1254
060730083731004,S000,2023,1,0,0,1
060730083731005,S000,2023,1,0,0,1
060730083731006,S000,2023,22,4,11,7
060730083732000,S000,2023,103,12,14,77
060730083732001,S000,2023,8,5,2,1
060730083732003,S000,2023,8,2,1,5
060730083732004,S000,2023,69,3,0,66
060730083732005,S000,2023,3,1,2,0
060730083732006,S000,2023,4393,233,267,3893
060730083732008,S000,2023,2,0,2,0
060730083732011,S000,2023,2,0,0,2
060730083741001,S000,2023,45,16,14,15
060730083741003,S000,2023,14,1,7,6
060730083741005,S000,2023,20,1,4,15
060730083741006,S000,2023,30,1,3,26
060730083741010,S000,2023,3,0,1,2
060730083741011,S000,2023,7,3,3,1
060730083741012,S000,2023,35,6,5,24
060730083741013,S000,2023,1,0,1,0
060730083741014,S000,2023,1,0,0,1
060730083741015,S000,2023,1,1,0,0
060730083741016,S000,2023,8,4,3,1
060730083742001,S000,2023,50,17,19,14
060730083742004,S000,2023,4,0,0,4
060730083742005,S000,2023,3,1,2,0
060730083742006,S000,2023,1,0,0,1
060730083742007,S000,2023,34,12,15,7
060730083742008,S000,2023,46,16,22,8
060730083742010,S000,2023,1,0,0,1
060730083742012,S000,2023,1,0,0,1
060730083742013,S000,2023,5,2,1,2
060730083742014,S000,2023,74,26,17,31
060730083751001,S000,2023,41,18,7,16
060730083752000,S000,2023,11,2,5,4
060730083752001,S000,2023,37,7,1,29
060730083753000,S000,2023,41,3,12,26
060730083761000,S000,2023,1831,34,110,1687
060730083761001,S000,2023,385,162,119,104
060730083761002,S000,2023,111,35,11,65
060730083762000,S000,2023,1727,415,584,728
060730083762001,S000,2023,1,1,0,0
060730083762002,S000,2023,1962,404,764,794
060730083762003,S000,2023,2,0,1,1
060730083763000,S000,2023,4950,52,101,4797
060730083764000,S000,2023,12,3,3,6
060730083771000,S000,2023,1243,69,146,1028
060730083771001,S000,2023,307,9,41,257
060730083771002,S000,2023,417,39,68,310
060730083771003,S000,2023,160,38,36,86
060730083772000,S000,2023,18,1,4,13
060730083772002,S000,2023,10,3,1,6
060730083781000,S000,2023,326,77,98,151
060730083782000,S000,2023,708,165,92,451
060730083782001,S000,2023,552,18,30,504
060730083782002,S000,2023,1834,136,266,1432
060730083782003,S000,2023,676,78,132,466
060730083791000,S000,2023,60,8,14,38
060730083792000,S000,2023,4,2,2,0
060730083793000,S000,2023,23,3,3,17
060730083793001,S000,2023,79,27,42,10
060730083793002,S000,2023,178,69,43,66
060730083793003,S000,2023,400,51,141,208
060730083801000,S000,2023,50,18,20,12
060730083801001,S000,2023,15,0,6,9
060730083801003,S000,2023,15,4,4,7
060730083801004,S000,2023,7,3,4,0
060730083802001,S000,2023,75,34,26,15
060730083802004,S000,2023,7,2,2,3
060730083802005,S000,2023,20,10,9,1
060730083803000,S000,2023,1,0,1,0
060730083803001,S000,2023,48,6,5,37
060730083803002,S000,2023,12,3,6,3
060730083811000,S000,2023,5,2,0,3
060730083811001,S000,2023,35,2,1,32
060730083811003,S000,2023,3,0,2,1
060730083811004,S000,2023,11,3,8,0
060730083811005,S000,2023,4,2,2,0
060730083811007,S000,2023,1,0,1,0
060730083811008,S000,2023,11,1,0,10
060730083812000,S000,2023,8,2,4,2
060730083812002,S000,2023,2,2,0,0
060730083812003,S000,2023,5,0,5,0
060730083812004,S000,2023,4,0,0,4
060730083812005,S000,2023,8,4,1,3
060730085011000,S000,2023,3,0,0,3
060730085011001,S000,2023,1,1,0,0
060730085011002,S000,2023,8,4,3,1
060730085011006,S000,2023,3,2,0,1
060730085011007,S000,2023,9,1,1,7
060730085011009,S000,2023,6,0,6,0
060730085011010,S000,2023,1,1,0,0
060730085011012,S000,2023,2,2,0,0
060730085011013,S000,2023,2,0,0,2
060730085011015,S000,2023,5,3,2,0
060730085012001,S000,2023,1717,474,455,788
060730085012003,S000,2023,1,1,0,0
060730085012005,S000,2023,21,2,3,16
060730085012008,S000,2023,550,35,88,427
060730085013000,S000,2023,125,3,27,95
060730085013002,S000,2023,878,252,173,453
060730085013003,S000,2023,1,1,0,0
060730085013004,S000,2023,4,2,0,2
060730085013005,S000,2023,2,0,2,0
060730085014000,S000,2023,9,6,2,1
060730085014002,S000,2023,1,0,1,0
060730085014006,S000,2023,1,0,0,1
